epd,move,eval,depth,pv,engine
r5k1/pp1n1rpp/2pb1q2/2N5/1P3B2/P2P2P1/3Q1PKP/1R2R3 b - -,d6c5,0,40,d6c5 b4c5 d7c5 f4e3 c5e6 b1b4 h7h6,Stockfish 050822
r5k1/pp1n1rpp/2pb1q2/2N5/1P3B2/P2P2P1/3Q1PKP/1R2R3 b - -,d6f4,-18,40,d6f4 d2f4 f6f4 g3f4 d7f6 c5e6 f6d5,Stockfish 050822
r5k1/pp1n1rpp/2pb1q2/2N5/1P3B2/P2P2P1/3Q1PKP/1R2R3 b - -,d7c5,-23,40,d7c5 b4c5 d6c5 d2a2 g8h8 e1e6 f6c3,Stockfish 050822
r5k1/pp1n1rpp/2pb1q2/2N5/1P3B2/P2P2P1/3Q1PKP/1R2R3 b - -,f6g6,-400,40,f6g6 f4d6 g6d6 d2a2 d7c5 b4c5 d6d7,Stockfish 050822
r5k1/pp1n1rpp/2pb1q2/2N5/1P3B2/P2P2P1/3Q1PKP/1R2R3 b - -,f6d4,-400,40,f6d4 f4d6 d4d6 d2a2 d7c5 b4c5 d6d7,Stockfish 050822
r5k1/pp1n1rpp/2pb1q2/2N5/1P3B2/P2P2P1/3Q1PKP/1R2R3 b - -,d6f8,-500,40,d6f8 c5b7 f6f5 d2a2 d7f6 b7a5 f6d5,Stockfish 050822
r5k1/pp1n1rpp/2pb1q2/2N5/1P3B2/P2P2P1/3Q1PKP/1R2R3 b - -,d6c7,-802,40,d6c7 c5e4 f6d8 f4c7 d8c7 e4g5 d7f6,Stockfish 050822
r5k1/pp1n1rpp/2pb1q2/2N5/1P3B2/P2P2P1/3Q1PKP/1R2R3 b - -,d7e5,-939,40,d7e5 c5e4 f6e6 e4d6 e6d5 e1e4 e5d3,Stockfish 050822
r5k1/pp1n1rpp/2pb1q2/2N5/1P3B2/P2P2P1/3Q1PKP/1R2R3 b - -,f6f5,-949,40,f6f5 f4d6 f5d5 c5e4 d7b6 d6f4 a8d8,Stockfish 050822
r5k1/pp1n1rpp/2pb1q2/2N5/1P3B2/P2P2P1/3Q1PKP/1R2R3 b - -,d7b6,-959,40,d7b6 c5e4 f6g6 f4d6 a8d8 d6c5 f7d7,Stockfish 050822
2k5/p1pb1p2/1p4p1/2p1P3/2P2KPb/1P2N2r/PB1R1P2/8 b - -,h3h2,204,40,h3h2 b2c1 h2f2 d2f2 h4f2 c1d2 c8d8,Stockfish 050822
2k5/p1pb1p2/1p4p1/2p1P3/2P2KPb/1P2N2r/PB1R1P2/8 b - -,a7a5,89,40,a7a5 f2f3 a5a4 e3d5 d7c6 d2e2 h3h1,Stockfish 050822
2k5/p1pb1p2/1p4p1/2p1P3/2P2KPb/1P2N2r/PB1R1P2/8 b - -,h3h1,72,40,h3h1 b2c3 a7a6 f2f3 b6b5 d2c2 b5b4,Stockfish 050822
2k5/p1pb1p2/1p4p1/2p1P3/2P2KPb/1P2N2r/PB1R1P2/8 b - -,g6g5,53,40,g6g5 f4e4 h3h2 e4d3 h2f2 d2f2 h4f2,Stockfish 050822
2k5/p1pb1p2/1p4p1/2p1P3/2P2KPb/1P2N2r/PB1R1P2/8 b - -,b6b5,49,40,b6b5 f2f3 h4g3 f4e4 h3h1 f3f4 d7c6,Stockfish 050822
2k5/p1pb1p2/1p4p1/2p1P3/2P2KPb/1P2N2r/PB1R1P2/8 b - -,h4e7,34,40,h4e7 f2f3 e7f8 f4e4 f8h6 d2g2 b6b5,Stockfish 050822
2k5/p1pb1p2/1p4p1/2p1P3/2P2KPb/1P2N2r/PB1R1P2/8 b - -,d7c6,31,40,d7c6 e3d5 a7a5 g4g5 h3h2 d5e7 c8b7,Stockfish 050822
2k5/p1pb1p2/1p4p1/2p1P3/2P2KPb/1P2N2r/PB1R1P2/8 b - -,a7a6,20,40,a7a6 f2f3 h3h1 d2e2 b6b5 e2c2 b5b4,Stockfish 050822
2k5/p1pb1p2/1p4p1/2p1P3/2P2KPb/1P2N2r/PB1R1P2/8 b - -,c8d8,0,40,c8d8 f2f3 h3h1 b2c3 d8c8 d2e2 a7a5,Stockfish 050822
2k5/p1pb1p2/1p4p1/2p1P3/2P2KPb/1P2N2r/PB1R1P2/8 b - -,d7e6,0,40,d7e6 b2c3 e6d7 f2f3 h3h1 d2e2 a7a5,Stockfish 050822
4R3/p2q2k1/2p2r1p/6p1/8/P5P1/4QP1P/3rB1K1 b - -,g7f7,190,39,g7f7 e8h8 d7d5 h8e8 d5f3 e8e7 f7g6,Stockfish 15
4R3/p2q2k1/2p2r1p/6p1/8/P5P1/4QP1P/3rB1K1 b - -,g7g6,168,39,g7g6 h2h3 c6c5 e2c2 g6g7 c2e2 d7d4,Stockfish 15
4R3/p2q2k1/2p2r1p/6p1/8/P5P1/4QP1P/3rB1K1 b - -,d7d4,156,39,d7d4 g1g2 d4d5 g2g1 f6f5 h2h3 c6c5,Stockfish 15
4R3/p2q2k1/2p2r1p/6p1/8/P5P1/4QP1P/3rB1K1 b - -,d7d6,33,39,d7d6 h2h4 g5h4 e2g4 f6g6 g4h4 g7f7,Stockfish 15
4R3/p2q2k1/2p2r1p/6p1/8/P5P1/4QP1P/3rB1K1 b - -,d7d5,22,39,d7d5 h2h4 g5h4 e2g4 f6g6 g4h4 g7h7,Stockfish 15
4R3/p2q2k1/2p2r1p/6p1/8/P5P1/4QP1P/3rB1K1 b - -,d7d3,0,39,d7d3 e2e7 f6f7 e7e5 f7f6,Stockfish 15
4R3/p2q2k1/2p2r1p/6p1/8/P5P1/4QP1P/3rB1K1 b - -,f6f7,0,39,f6f7 e2e5 g7h7 e8h8 h7g6 h8g8 g6h5,Stockfish 15
4R3/p2q2k1/2p2r1p/6p1/8/P5P1/4QP1P/3rB1K1 b - -,d1e1,-23,39,d1e1 e2e1 g7f7 e8e3 f6e6 e3f3 e6f6,Stockfish 15
4R3/p2q2k1/2p2r1p/6p1/8/P5P1/4QP1P/3rB1K1 b - -,f6f2,-680,39,f6f2 g1f2 d7f5 e2f3 f5f3 f2f3 g7f7,Stockfish 15
4R3/p2q2k1/2p2r1p/6p1/8/P5P1/4QP1P/3rB1K1 b - -,c6c5,-892,38,c6c5 e8e7 f6f7 e7d7 f7d7 g1g2 g7f7,Stockfish 15
6k1/r2rbpp1/p1q2n2/1pp2PB1/5Q2/1PN1R2P/1P3P2/4R1K1 w - -,g5f6,432,40,g5f6 c6f6 c3e4 f6h6 f4b8 g8h7 e3g3,Stockfish 050822
6k1/r2rbpp1/p1q2n2/1pp2PB1/5Q2/1PN1R2P/1P3P2/4R1K1 w - -,e1e2,36,40,e1e2 g8h7 f4h4 h7g8 h4g3 g8h7 f2f3,Stockfish 050822
6k1/r2rbpp1/p1q2n2/1pp2PB1/5Q2/1PN1R2P/1P3P2/4R1K1 w - -,f4b8,12,40,f4b8 g8h7 b8g3 b5b4 c3e4 f6e4 e3e4,Stockfish 050822
6k1/r2rbpp1/p1q2n2/1pp2PB1/5Q2/1PN1R2P/1P3P2/4R1K1 w - -,e3e2,0,40,e3e2 b5b4 g5f6 c6f6 c3e4 f6h6 f4h6,Stockfish 050822
6k1/r2rbpp1/p1q2n2/1pp2PB1/5Q2/1PN1R2P/1P3P2/4R1K1 w - -,c3e4,0,40,c3e4 f6e4 e3e4 e7g5 f4g5 d7d4 e4d4,Stockfish 050822
6k1/r2rbpp1/p1q2n2/1pp2PB1/5Q2/1PN1R2P/1P3P2/4R1K1 w - -,g5h4,0,40,g5h4 e7d6 f4f3 c6f3 e3f3 d6e7 h4f6,Stockfish 050822
6k1/r2rbpp1/p1q2n2/1pp2PB1/5Q2/1PN1R2P/1P3P2/4R1K1 w - -,f4g3,0,40,f4g3 b5b4 c3e4 f6e4 e3e4 e7g5 g3g5,Stockfish 050822
6k1/r2rbpp1/p1q2n2/1pp2PB1/5Q2/1PN1R2P/1P3P2/4R1K1 w - -,e3e5,0,40,e3e5 d7d4 f4h2 b5b4 c3e2 d4d7 e2f4,Stockfish 050822
6k1/r2rbpp1/p1q2n2/1pp2PB1/5Q2/1PN1R2P/1P3P2/4R1K1 w - -,h3h4,0,40,h3h4 e7d6 f4f3 c6f3 e3f3 g8h7 g5f6,Stockfish 050822
6k1/r2rbpp1/p1q2n2/1pp2PB1/5Q2/1PN1R2P/1P3P2/4R1K1 w - -,f4h4,0,40,f4h4 d7d4 h4g3 e7d6 f2f4 d6f8 g5f6,Stockfish 050822
r5k1/5p2/7p/5qP1/1P1QR3/5P2/r4RK1/8 b - -,a2f2,0,40,a2f2 d4f2 h6g5 f2d4 g8h7 e4e5 a8a2,Stockfish 050822
r5k1/5p2/7p/5qP1/1P1QR3/5P2/r4RK1/8 b - -,h6h5,0,40,h6h5 d4e3 a2a3 e3f4 f5f4 e4f4 a8b8,Stockfish 050822
r5k1/5p2/7p/5qP1/1P1QR3/5P2/r4RK1/8 b - -,h6g5,-10,40,h6g5 e4e5 a2f2 g2f2 f5c2 f2g3 c2c1,Stockfish 050822
r5k1/5p2/7p/5qP1/1P1QR3/5P2/r4RK1/8 b - -,a2a6,-31,40,a2a6 e4e5 f5g6 d4g4 g6b1 f2d2 a6g6,Stockfish 050822
r5k1/5p2/7p/5qP1/1P1QR3/5P2/r4RK1/8 b - -,g8h7,-325,40,g8h7 g5h6 a8g8 e4g4 a2a8 g2h1 f7f6,Stockfish 050822
r5k1/5p2/7p/5qP1/1P1QR3/5P2/r4RK1/8 b - -,f5g6,-488,40,f5g6 f2a2 a8a2 g2g3 a2a8 d4d5 a8a1,Stockfish 050822
r5k1/5p2/7p/5qP1/1P1QR3/5P2/r4RK1/8 b - -,a2a3,-1070,40,a2a3 g5h6 f7f6 e4g4 g8h8 g4g7 a3d3,Stockfish 050822
r5k1/5p2/7p/5qP1/1P1QR3/5P2/r4RK1/8 b - -,a2a7,-1080,40,a2a7 g5h6 f7f6 f2e2 a7f7 e4e8 a8e8,Stockfish 050822
r5k1/5p2/7p/5qP1/1P1QR3/5P2/r4RK1/8 b - -,a2a1,-15265,40,a2a1 f2e2 g8h7 g5g6 f5g6 e4g4 a1d1,Stockfish 050822
r5k1/5p2/7p/5qP1/1P1QR3/5P2/r4RK1/8 b - -,f7f6,-15265,40,f7f6 f2a2 a8a2 g2g3 a2a8 g5f6 h6h5,Stockfish 050822
1n1r1rk1/4bpp1/p2p3p/1q1Qp3/1P2P3/P3BN1P/5PP1/2R1R1K1 w - -,d5b5,371,40,d5b5 a6b5 c1c7 d8d7 e1c1 f8e8 f3d2,Stockfish 050822
1n1r1rk1/4bpp1/p2p3p/1q1Qp3/1P2P3/P3BN1P/5PP1/2R1R1K1 w - -,c1c7,361,40,c1c7 b5d5 e4d5 b8d7 f3d2 e7g5 e3g5,Stockfish 050822
1n1r1rk1/4bpp1/p2p3p/1q1Qp3/1P2P3/P3BN1P/5PP1/2R1R1K1 w - -,f3d2,302,40,f3d2 d8c8 d5b5 a6b5 d2b1 b8a6 c1c3,Stockfish 050822
1n1r1rk1/4bpp1/p2p3p/1q1Qp3/1P2P3/P3BN1P/5PP1/2R1R1K1 w - -,e1d1,188,40,e1d1 b5d5 e4d5 f7f5 c1c7 d8d7 d1c1,Stockfish 050822
1n1r1rk1/4bpp1/p2p3p/1q1Qp3/1P2P3/P3BN1P/5PP1/2R1R1K1 w - -,d5b3,167,40,d5b3 a6a5 e1d1 a5b4 d1d5 b5b7 b3b4,Stockfish 050822
1n1r1rk1/4bpp1/p2p3p/1q1Qp3/1P2P3/P3BN1P/5PP1/2R1R1K1 w - -,d5d2,148,40,d5d2 f8e8 c1c7 b8d7 d2c2 d7f6 f3h4,Stockfish 050822
1n1r1rk1/4bpp1/p2p3p/1q1Qp3/1P2P3/P3BN1P/5PP1/2R1R1K1 w - -,d5a2,101,40,d5a2 a6a5 b4a5 b5a5 c1b1 a5a4 b1b4,Stockfish 050822
1n1r1rk1/4bpp1/p2p3p/1q1Qp3/1P2P3/P3BN1P/5PP1/2R1R1K1 w - -,c1c4,90,40,c1c4 b8d7 c4c6 d7f6 d5c4 b5c4 c6c4,Stockfish 050822
1n1r1rk1/4bpp1/p2p3p/1q1Qp3/1P2P3/P3BN1P/5PP1/2R1R1K1 w - -,g2g4,84,40,g2g4 d8c8 f3d2 b8d7 d5b5 a6b5 d2b1,Stockfish 050822
1n1r1rk1/4bpp1/p2p3p/1q1Qp3/1P2P3/P3BN1P/5PP1/2R1R1K1 w - -,g2g3,81,40,g2g3 b8d7 d5b5 a6b5 c1c7 f8e8 c7b7,Stockfish 050822
5r1k/1p2q1pp/p1p2n2/5r2/3Pp3/4P2R/PPB2PQP/6RK b - -,c6c5,32,44,c6c5 d4c5 f5c5 c2b3 c5f5 b3e6 f5e5,Stockfish 15
5r1k/1p2q1pp/p1p2n2/5r2/3Pp3/4P2R/PPB2PQP/6RK b - -,e7f7,7,44,e7f7 h3h4 g7g5 c2b3 f7e7 h4h3 h8g7,Stockfish 15
5r1k/1p2q1pp/p1p2n2/5r2/3Pp3/4P2R/PPB2PQP/6RK b - -,f5b5,0,44,f5b5 b2b3 b5a5 a2a4 a5f5 b3b4 f8f7,Stockfish 15
5r1k/1p2q1pp/p1p2n2/5r2/3Pp3/4P2R/PPB2PQP/6RK b - -,f8f7,0,44,f8f7 f2f4 e4f3 g2g6 f3f2 g1f1 f5f3,Stockfish 15
5r1k/1p2q1pp/p1p2n2/5r2/3Pp3/4P2R/PPB2PQP/6RK b - -,h7h6,0,44,h7h6 f2f4 e4f3 g2g6 f3f2 c2f5 f2g1q,Stockfish 15
5r1k/1p2q1pp/p1p2n2/5r2/3Pp3/4P2R/PPB2PQP/6RK b - -,e7d7,0,44,e7d7 f2f4 e4f3 g2g6 f3f2 g6f5 f2g1r,Stockfish 15
5r1k/1p2q1pp/p1p2n2/5r2/3Pp3/4P2R/PPB2PQP/6RK b - -,g7g5,0,44,g7g5 h3g3 f6h5 g3g5 f5g5 g2g5 e7g5,Stockfish 15
5r1k/1p2q1pp/p1p2n2/5r2/3Pp3/4P2R/PPB2PQP/6RK b - -,f8d8,0,44,f8d8 f2f4 c6c5 h3g3 g7g6 g3h3 h8g8,Stockfish 15
5r1k/1p2q1pp/p1p2n2/5r2/3Pp3/4P2R/PPB2PQP/6RK b - -,f8g8,-7,44,f8g8,Stockfish 15
5r1k/1p2q1pp/p1p2n2/5r2/3Pp3/4P2R/PPB2PQP/6RK b - -,b7b5,-13,44,b7b5 f2f4 c6c5 h3g3 f6h5 g3g5 c5d4,Stockfish 15
3r4/3q2bk/3rp1p1/1p5p/4QP2/R1Pp2P1/P2B1R1P/6K1 b - -,d6c6,318,39,d6c6 a3a7 d7a7 e4c6 b5b4 g1f1 b4c3,Stockfish 15
3r4/3q2bk/3rp1p1/1p5p/4QP2/R1Pp2P1/P2B1R1P/6K1 b - -,d8f8,315,39,d8f8 a3b3 d6a6 b3b2 a6a4 e4g2 f8c8,Stockfish 15
3r4/3q2bk/3rp1p1/1p5p/4QP2/R1Pp2P1/P2B1R1P/6K1 b - -,d8c8,253,39,d8c8 g1g2 c8c4 e4e3 d7c6 e3f3 d6d5,Stockfish 15
3r4/3q2bk/3rp1p1/1p5p/4QP2/R1Pp2P1/P2B1R1P/6K1 b - -,d8e8,187,39,d8e8 g1g2 e8f8 a3b3 f8c8 e4f3 c8c4,Stockfish 15
3r4/3q2bk/3rp1p1/1p5p/4QP2/R1Pp2P1/P2B1R1P/6K1 b - -,d7c7,174,39,d7c7 a3b3 c7d7 g3g4 h5g4 e4g2 d8f8,Stockfish 15
3r4/3q2bk/3rp1p1/1p5p/4QP2/R1Pp2P1/P2B1R1P/6K1 b - -,d6b6,163,39,d6b6 g1g2 d8c8 f2f3 b6d6 h2h4 c8c7,Stockfish 15
3r4/3q2bk/3rp1p1/1p5p/4QP2/R1Pp2P1/P2B1R1P/6K1 b - -,e6e5,99,39,e6e5 f4f5 d7c6 f5g6 h7g8 e4b4 d6g6,Stockfish 15
3r4/3q2bk/3rp1p1/1p5p/4QP2/R1Pp2P1/P2B1R1P/6K1 b - -,d8g8,70,38,d8g8 g3g4 h5g4 f2g2 e6e5 f4e5 g8e8,Stockfish 15
3r4/3q2bk/3rp1p1/1p5p/4QP2/R1Pp2P1/P2B1R1P/6K1 b - -,d8h8,58,38,d8h8 g3g4 h5g4 f2g2 e6e5 f4e5 h8e8,Stockfish 15
3r4/3q2bk/3rp1p1/1p5p/4QP2/R1Pp2P1/P2B1R1P/6K1 b - -,d8b8,52,39,d8b8 g3g4,Stockfish 15
b2q2r1/5p2/2prpkp1/1pN5/p2P1PP1/P3PQ1p/1PB4P/2R3K1 b - -,f6g7,-127,40,f6g7 g4g5 g8h8 g1f2 d8a5 c1d1 a5d8,Stockfish 050822
b2q2r1/5p2/2prpkp1/1pN5/p2P1PP1/P3PQ1p/1PB4P/2R3K1 b - -,g8h8,-140,40,g8h8 g1f2 f6g7 g4g5 d8a5 c1d1 a5d8,Stockfish 050822
b2q2r1/5p2/2prpkp1/1pN5/p2P1PP1/P3PQ1p/1PB4P/2R3K1 b - -,f6e7,-204,40,f6e7 f3g3 g8h8 c2e4 e7f8 g4g5 f8g7,Stockfish 050822
b2q2r1/5p2/2prpkp1/1pN5/p2P1PP1/P3PQ1p/1PB4P/2R3K1 b - -,g8f8,-278,40,g8f8 g4g5 f6e7 c2e4 f8h8 g1f2 e7f8,Stockfish 050822
b2q2r1/5p2/2prpkp1/1pN5/p2P1PP1/P3PQ1p/1PB4P/2R3K1 b - -,g8e8,-285,40,g8e8 g4g5 f6e7 c2e4 e8h8 g1f2 e7f8,Stockfish 050822
b2q2r1/5p2/2prpkp1/1pN5/p2P1PP1/P3PQ1p/1PB4P/2R3K1 b - -,d8a5,-320,40,d8a5 f3h3 f6g7 h3g2 b5b4 c2e4 d6d8,Stockfish 050822
b2q2r1/5p2/2prpkp1/1pN5/p2P1PP1/P3PQ1p/1PB4P/2R3K1 b - -,d8e7,-342,40,d8e7 f3h3 f6g7 g4g5 g8h8 h3g3 d6d7,Stockfish 050822
b2q2r1/5p2/2prpkp1/1pN5/p2P1PP1/P3PQ1p/1PB4P/2R3K1 b - -,d8b8,-350,40,d8b8 f3h3 f6g7 h3g3 d6d8 g3e1 g8h8,Stockfish 050822
b2q2r1/5p2/2prpkp1/1pN5/p2P1PP1/P3PQ1p/1PB4P/2R3K1 b - -,d8f8,-362,40,d8f8 f3h3 g8h8 h3g3 f6g7 g4g5 d6d8,Stockfish 050822
b2q2r1/5p2/2prpkp1/1pN5/p2P1PP1/P3PQ1p/1PB4P/2R3K1 b - -,d8c7,-412,40,d8c7 f3h3 d6d8 h3g3 f6e7 h2h4 c7a5,Stockfish 050822
5bk1/3r1p1p/3P1Pp1/1q4Pn/2pN3P/1P2B3/1K3Q2/R7 b - -,b5e5,0,40,b5e5 a1a8 c4b3 f2d2 e5d6 d4b3 d6c6,Stockfish 050822
5bk1/3r1p1p/3P1Pp1/1q4Pn/2pN3P/1P2B3/1K3Q2/R7 b - -,b5b6,-16,40,b5b6 a1a8 b6d6 f2f3 d6e5 b2b1 c4b3,Stockfish 050822
5bk1/3r1p1p/3P1Pp1/1q4Pn/2pN3P/1P2B3/1K3Q2/R7 b - -,b5d5,-16,40,b5d5 f2f3 d5d6 a1a8 d6e5 b2b1 c4b3,Stockfish 050822
5bk1/3r1p1p/3P1Pp1/1q4Pn/2pN3P/1P2B3/1K3Q2/R7 b - -,b5c5,-16,40,b5c5 a1a8 c5d6 f2f3 d6e5 b2b1 c4b3,Stockfish 050822
5bk1/3r1p1p/3P1Pp1/1q4Pn/2pN3P/1P2B3/1K3Q2/R7 b - -,b5b8,-16,40,b5b8 f2f3 b8d6 a1a8 d6e5 b2b1 c4b3,Stockfish 050822
5bk1/3r1p1p/3P1Pp1/1q4Pn/2pN3P/1P2B3/1K3Q2/R7 b - -,b5b4,-55,40,b5b4 f2h2 b4b8 a1a4 b8e8 h2e2 h5g3,Stockfish 050822
5bk1/3r1p1p/3P1Pp1/1q4Pn/2pN3P/1P2B3/1K3Q2/R7 b - -,c4c3,-370,40,c4c3 b2c2 b5e5 f2f3 e5h2 c2c3 h2d6,Stockfish 050822
5bk1/3r1p1p/3P1Pp1/1q4Pn/2pN3P/1P2B3/1K3Q2/R7 b - -,b5b7,-1337,40,b5b7 f2f3 b7b6 a1a8 d7d8 d6d7 h5f4,Stockfish 050822
5bk1/3r1p1p/3P1Pp1/1q4Pn/2pN3P/1P2B3/1K3Q2/R7 b - -,h5f4,-4850,40,h5f4 d4b5 f4d3 b2b1 d3f2 e3f2 d7d8,Stockfish 050822
5bk1/3r1p1p/3P1Pp1/1q4Pn/2pN3P/1P2B3/1K3Q2/R7 b - -,h5g7,-31985,40,h5g7 d4b5 g7e6 a1a8 e6d8 b3c4 h7h6,Stockfish 050822
2r2rk1/pq2ppbp/1pnp1np1/8/2P1P3/2N1BP2/PPQ1BPKP/3R1R2 w - -,f3f4,25,40,f3f4 e7e5 c3b5 f6e8 b2b3 e5f4 e3f4,Stockfish 050822
2r2rk1/pq2ppbp/1pnp1np1/8/2P1P3/2N1BP2/PPQ1BPKP/3R1R2 w - -,f1g1,20,40,f1g1 f6d7 c3d5 e7e6 d5c3 d7c5 g2h1,Stockfish 050822
2r2rk1/pq2ppbp/1pnp1np1/8/2P1P3/2N1BP2/PPQ1BPKP/3R1R2 w - -,g2h1,0,40,g2h1 f6e8 b2b3 f7f5 e4f5 g7c3 c2c3,Stockfish 050822
2r2rk1/pq2ppbp/1pnp1np1/8/2P1P3/2N1BP2/PPQ1BPKP/3R1R2 w - -,c2c1,0,40,c2c1 f6h5 f3f4 c6a5 b2b3 g7c3 e2h5,Stockfish 050822
2r2rk1/pq2ppbp/1pnp1np1/8/2P1P3/2N1BP2/PPQ1BPKP/3R1R2 w - -,f1e1,0,40,f1e1 f6d7 c3d5 e7e6 d5c3 d7c5 d1d6,Stockfish 050822
2r2rk1/pq2ppbp/1pnp1np1/8/2P1P3/2N1BP2/PPQ1BPKP/3R1R2 w - -,a2a3,0,40,a2a3 f6h5 g2h1 c6e5 c2b3 b7d7 c3d5,Stockfish 050822
2r2rk1/pq2ppbp/1pnp1np1/8/2P1P3/2N1BP2/PPQ1BPKP/3R1R2 w - -,c2d2,0,40,c2d2 f6h5 f3f4 c6a5 e2h5 g6h5 b2b3,Stockfish 050822
2r2rk1/pq2ppbp/1pnp1np1/8/2P1P3/2N1BP2/PPQ1BPKP/3R1R2 w - -,b2b3,0,40,b2b3 f6d7 f3f4 d7c5 e2f3 c5e6 c3d5,Stockfish 050822
2r2rk1/pq2ppbp/1pnp1np1/8/2P1P3/2N1BP2/PPQ1BPKP/3R1R2 w - -,g2g1,0,40,g2g1 b7d7 g1g2 f6h5 f3f4 c6a5 b2b3,Stockfish 050822
2r2rk1/pq2ppbp/1pnp1np1/8/2P1P3/2N1BP2/PPQ1BPKP/3R1R2 w - -,f1h1,0,40,f1h1 f6e8 h2h4 f7f5 c3d5 e7e6 d5f4,Stockfish 050822
r4rk1/2Q2ppp/4p3/p3P3/q1P5/P5P1/5P1P/2R1R1K1 w - -,c1c3,27,47,c1c3 a8c8 c7b6 c8c4 c3c4 a4c4 b6a5,Stockfish 15
r4rk1/2Q2ppp/4p3/p3P3/q1P5/P5P1/5P1P/2R1R1K1 w - -,c4c5,26,47,c4c5 f8c8 c7d6 c8d8 c5c6 d8d6 e5d6,Stockfish 15
r4rk1/2Q2ppp/4p3/p3P3/q1P5/P5P1/5P1P/2R1R1K1 w - -,e1e3,20,47,e1e3 a8c8 c7b6 c8c4 c1c4 a4c4 b6a5,Stockfish 15
r4rk1/2Q2ppp/4p3/p3P3/q1P5/P5P1/5P1P/2R1R1K1 w - -,h2h4,0,47,h2h4 a4a3 c4c5 a5a4 c5c6 a3b4 c7b7,Stockfish 15
r4rk1/2Q2ppp/4p3/p3P3/q1P5/P5P1/5P1P/2R1R1K1 w - -,c7e7,0,47,c7e7 f8e8 e7b7 a4a3 c4c5 a5a4 e1d1,Stockfish 15
r4rk1/2Q2ppp/4p3/p3P3/q1P5/P5P1/5P1P/2R1R1K1 w - -,c7d6,0,47,c7d6 f8d8 d6b6 a4a3 c4c5 h7h5 e1d1,Stockfish 15
r4rk1/2Q2ppp/4p3/p3P3/q1P5/P5P1/5P1P/2R1R1K1 w - -,h2h3,0,47,h2h3 f8c8 c7e7 c8c4 c1c4 a4c4 e1d1,Stockfish 15
r4rk1/2Q2ppp/4p3/p3P3/q1P5/P5P1/5P1P/2R1R1K1 w - -,c7b6,0,47,c7b6 a4a3 c4c5 h7h6 e1d1 a5a4 c5c6,Stockfish 15
r4rk1/2Q2ppp/4p3/p3P3/q1P5/P5P1/5P1P/2R1R1K1 w - -,c7b7,0,47,c7b7 a4a3 c4c5 a5a4 e1d1 h7h6 c5c6,Stockfish 15
r4rk1/2Q2ppp/4p3/p3P3/q1P5/P5P1/5P1P/2R1R1K1 w - -,c7c5,0,46,c7c5 f8c8 c5e7 c8e8 e7b7 a4a3 c4c5,Stockfish 15
6k1/pb4p1/1p1b2q1/1P1p3p/3Pn3/P1r2N1P/4QPB1/2B1R1K1 b - -,b7c8,127,40,b7c8 f3h4 g6f6 g2e4 d5e4 e2h5 d6h2,Stockfish 050822
6k1/pb4p1/1p1b2q1/1P1p3p/3Pn3/P1r2N1P/4QPB1/2B1R1K1 b - -,c3c4,54,40,c3c4 c1e3 c4a4 f3h4 g6f7 g2f3 b7c8,Stockfish 050822
6k1/pb4p1/1p1b2q1/1P1p3p/3Pn3/P1r2N1P/4QPB1/2B1R1K1 b - -,g6f5,44,40,g6f5 c1b2 c3c7 e1c1 c7e7 f3e5 d6e5,Stockfish 050822
6k1/pb4p1/1p1b2q1/1P1p3p/3Pn3/P1r2N1P/4QPB1/2B1R1K1 b - -,c3c7,35,40,c3c7 f3h4 g6f6 g2e4 d5e4 e2h5 g7g6,Stockfish 050822
6k1/pb4p1/1p1b2q1/1P1p3p/3Pn3/P1r2N1P/4QPB1/2B1R1K1 b - -,g6e6,30,40,g6e6 c1b2 c3c7 b2c1 e6g6 f3h4 g6f6,Stockfish 050822
6k1/pb4p1/1p1b2q1/1P1p3p/3Pn3/P1r2N1P/4QPB1/2B1R1K1 b - -,g8h7,21,40,g8h7 c1b2 c3b3 b2c1 b7c8 f3h4 g6f7,Stockfish 050822
6k1/pb4p1/1p1b2q1/1P1p3p/3Pn3/P1r2N1P/4QPB1/2B1R1K1 b - -,g6f6,13,40,g6f6 c1b2 c3c8 b2c1 f6g6 c1e3 c8c4,Stockfish 050822
6k1/pb4p1/1p1b2q1/1P1p3p/3Pn3/P1r2N1P/4QPB1/2B1R1K1 b - -,c3c8,13,40,c3c8 c1e3 c8c4 f3h4 g6f7 e1a1 a7a6,Stockfish 050822
6k1/pb4p1/1p1b2q1/1P1p3p/3Pn3/P1r2N1P/4QPB1/2B1R1K1 b - -,b7a8,10,40,b7a8 c1b2 c3c4 e2d3 g6f7 e1e2 a8b7,Stockfish 050822
6k1/pb4p1/1p1b2q1/1P1p3p/3Pn3/P1r2N1P/4QPB1/2B1R1K1 b - -,d6e7,0,40,d6e7 c1b2 c3c8 e1c1 g8h7 f3e5 g6g5,Stockfish 050822
4k3/1p4pp/p1b2p2/P4P2/1PNp2qN/2nP2P1/3Q1K1P/8 b - -,e8d8,496,40,e8d8 d2e1 c3d1 f2g1 d1e3 c4e3 d4e3,Stockfish 050822
4k3/1p4pp/p1b2p2/P4P2/1PNp2qN/2nP2P1/3Q1K1P/8 b - -,c3d1,200,40,c3d1 f2e1 d1c3 c4e3 g4g5 e3c2 c3b5,Stockfish 050822
