index,epd,old bm,sts_v6,old id,new id,test,depth,by,status,date,output file,updated by,update date,update depth,epd index check,comment,Reviewed by,Replace,Duplicate,unix analysis Time (sec) AMD 5950x 32t 16gb hash,ferdy analysis Time (sec) i7-2600 4t 512mb hash
520,2kr3r/p1p4p/1np2p2/3P4/1b2N3/1P4P1/PB3PP1/R2K1R2 b - -,b6d5,yes,STS(v6.0) Recapturing.023,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,347,
521,2qr2r1/1p3pk1/p1np1np1/7p/2P1Pp2/1PN5/3QN1PP/4RR1K w - -,e2f4,yes,STS(v6.0) Recapturing.024,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,There is new bm.,ferdy,yes,,440,
522,2r1rbk1/1p3p2/1qn3p1/p1Pp1b1p/5P2/2P1RNP1/PP1Q2BP/RN5K b - -,f8c5,yes,STS(v6.0) Recapturing.025,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,1831,
523,2r2r1k/1q1nbpp1/p3p2p/2P1P3/1p1N1B1P/6Q1/PP3PP1/R2R2K1 b - -,d7c5,yes,STS(v6.0) Recapturing.026,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,789,
524,2r2rk1/1p1q1pb1/p2p1np1/7p/2P1Pp1Q/1PN5/P2B2PP/4RR1K w - -,f1f4,yes,STS(v6.0) Recapturing.027,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,143,
525,2r2rk1/3bqppp/1p6/p2pb2Q/Pn1P1P2/1P2PN2/6PP/R1B2RK1 w - -,f4e5,yes,STS(v6.0) Recapturing.028,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,1300,
526,2r2rk1/3bqppp/2p5/p2pb2Q/Pn1P1P2/1P2PN2/6PP/R1B2RK1 w - -,h5e5,yes,STS(v6.0) Recapturing.029,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,1485,
527,2r3k1/1bqnbpp1/1p2p2p/2P5/P7/4PN1B/1B2QPPP/R5K1 b - -,d7c5,yes,STS(v6.0) Recapturing.030,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,199,
528,2r3k1/1p1nqp1p/1P4p1/Q2Pp3/1RbnP3/5P1P/3N2P1/5B1K w - -,b4c4,yes,STS(v6.0) Recapturing.031,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,There is new bm.,ferdy,yes,,18226,
529,2r5/4bkp1/p3q3/1b2p2n/N3PBp1/1p2Q3/1P3PPP/RB1R2K1 b - -,h5f4,yes,STS(v6.0) Recapturing.032,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,3088,
530,2rq1r1k/p2nb1p1/1p3P1p/3p4/8/1P1p3Q/P2B1PPP/1R1N1RK1 b - -,e7f6,yes,STS(v6.0) Recapturing.033,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,921,
531,2rq1rk1/4ppbp/p5p1/1p1b4/1PNP4/4B3/P1B2PPP/2RQR1K1 b - -,c8c4,yes,STS(v6.0) Recapturing.034,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,886,
532,2rq1rk1/4ppbp/p5p1/1p1b4/2NP4/P3B2P/1PB2PP1/2RQR1K1 b - -,c8c4,yes,STS(v6.0) Recapturing.035,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,1609,
533,2rq1rk1/4ppbp/p5p1/1p1b4/2NP4/P3B3/1P3PPP/1BRQR2K b - -,c8c4,,STS(v6.0) Recapturing.036,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,,,,,1847,
534,2rqr1k1/1b2bp1n/1pnpp1pp/p7/P2pP2P/1NPB1NP1/1P2QPK1/1R2B1R1 w - -,b3d4,yes,STS(v6.0) Recapturing.037,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,There is new bm.,ferdy,yes,,665,
535,2rr4/1pqb1ppk/p1Nppn1p/4n3/2P1P3/2N3P1/PP1QB1PP/R3BRK1 b - -,d7c6,yes,STS(v6.0) Recapturing.038,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,595,
536,3b2nk/p2Nqrpp/1pB1p3/3pPnp1/1P1P1P1P/P7/2R1QB1K/8 w - -,f4g5,yes,STS(v6.0) Recapturing.039,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,4625,
537,3q4/p2b2kp/1R1P1p2/b1p5/2B1rPp1/8/P5P1/B1Q2RK1 b - -,a5b6,yes,STS(v6.0) Recapturing.040,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,16052,
538,3r1r2/pkp4p/1np1p3/3P4/1b2N3/1P3P2/1B4PP/2R2RK1 b - -,e6d5,,STS(v6.0) Recapturing.041,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,"new bm, but new bm has the same theme",ferdy,no,,1744,
539,3r1rk1/ppp2ppp/1nnN4/7q/8/1B5P/PP1BRPP1/R3Q1K1 b - -,c7d6,,STS(v6.0) Recapturing.042,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,,,,,2272,
540,3r4/pkp2r2/1np5/3P3p/1b1BN1p1/1P3PP1/6P1/2R2R1K b - -,c6d5,yes,STS(v6.0) Recapturing.043,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,193,
541,3r4/pkp2r2/1np5/3P3p/1b1BN1pP/1P3P2/6P1/2R2R1K b - -,d8d5,yes,STS(v6.0) Recapturing.044,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,579,
542,3rkb1r/p2npp1p/1p4p1/1Q1p4/P2p1B2/2q1PN2/2P2PPP/R4RK1 w k -,e3d4,,STS(v6.0) Recapturing.045,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,,,,,205,
543,3rr1k1/p4bbp/1p1p4/3p1BPp/P2p1N1P/2P1P1K1/R1P5/3R4 w - -,e3d4,,STS(v6.0) Recapturing.046,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,,,,,2400,
544,3rr1k1/pR1n1p1p/5b2/3N4/6p1/P2bp1P1/3N1PBP/2R3K1 w - -,d5e3,,STS(v6.0) Recapturing.047,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,,,,,3748,
545,4q1k1/p2n1pp1/4p2p/3n4/1P1P4/P4P2/1B1QN1PP/2r2K2 w - -,b2c1,yes,STS(v6.0) Recapturing.048,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,396,
546,4r1k1/2p2rp1/1pnp4/p2N3p/2P2p2/PP1RP1P1/6KP/5R2 w - -,g3f4,yes,STS(v6.0) Recapturing.049,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,848,
547,4rnk1/3r1qb1/bp1p1np1/pNpP2Bp/P1P1Pp1P/3B4/1P1QNR2/6RK w - -,e2f4,yes,STS(v6.0) Recapturing.050,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,461,
548,5r2/4k3/2qpp2b/pN2p2n/P3PR1p/2P5/6PP/QB2R2K b - -,h6f4,yes,STS(v6.0) Recapturing.051,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,3882,
549,6k1/pp2npp1/2r1bq1p/3p4/PP3N1P/5BP1/4QP2/3R3K w - -,f3d5,,STS(v6.0) Recapturing.052,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,"new bm, but new bm has the same theme",ferdy,no,,141,
550,6n1/1k1qn1r1/1p1p4/p1pPpPp1/2P3N1/2B2PP1/PP4Q1/KR6 b - -,e7f5,yes,STS(v6.0) Recapturing.053,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,3381,
551,8/1p4k1/3p4/p1pbp1r1/P1P1P2p/1PK2B2/5R2/8 w - -,e4d5,,STS(v6.0) Recapturing.054,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,"new bm, but new bm has the same theme",ferdy,no,,18893,
552,8/p1p2p1k/1p1pqn1p/7r/P1PPP1rP/2P1RQ2/3N1K2/6R1 b - -,h5h4,yes,STS(v6.0) Recapturing.055,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,1392,
553,b2r1r2/6bk/p1n2ppp/q2p4/1p2PN2/1B2B1P1/P3QP2/1R1R2K1 w - -,d1d5,yes,STS(v6.0) Recapturing.056,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,There is new bm.,ferdy,yes,,688,
554,b2r1r2/6bk/p1n2ppp/qp1p4/4PN2/1B2B1PP/P3Q3/1R1R2K1 w - -,f4d5,yes,STS(v6.0) Recapturing.057,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,There is new bm.,ferdy,yes,,797,
555,b4r1r/3kq1p1/p1p1p1p1/NpPpPP2/1P1P2P1/4Q2p/1K5P/4R2R w - -,f5e6,yes,STS(v6.0) Recapturing.058,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,631,
556,br1r2k1/p2n1pp1/np1p4/2P1p1qp/2P1P3/P1P2PP1/2QNBB1P/2R2R1K b - -,a6c5,yes,STS(v6.0) Recapturing.059,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,266,
557,q1rb2rk/1b3ppp/2n1p2n/p1BpP3/B2P1PP1/1p2RN1P/2PN1Q2/1R4K1 w - -,e3b3,yes,STS(v6.0) Recapturing.060,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,743,
558,q1rb2rk/1b3ppp/2n1p2n/p2pP3/B2P1PP1/Bp2RN1P/1RPNQ3/6K1 w - -,d2b3,yes,STS(v6.0) Recapturing.061,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,657,
559,q2r2k1/1br1bpp1/pp3n2/2nN4/P1P4P/1P3P1B/1BQ4P/1R1RN1K1 b - -,f6d5,yes,STS(v6.0) Recapturing.062,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,1702,
560,r1b2rk1/4qppp/pp6/3pb2Q/Pn1P1P2/1P2PN2/6PP/R1B2RK1 w - -,d4e5,yes,STS(v6.0) Recapturing.063,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,1019,
561,r1b2rk1/p3qppp/Pp6/3pb2Q/1n1P1P2/1P2PN2/1B4PP/R4RK1 w - -,d4e5,yes,STS(v6.0) Recapturing.064,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,1760,
562,r1b3k1/5r2/p4n1p/3q2pP/2p1p3/P1PBB3/3N1PP1/R2QK2R b KQ -,e4d3,yes,STS(v6.0) Recapturing.065,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,2680,
563,r1bq1rk1/1p1nbppp/p3pn2/P1p5/4p3/2NP2N1/BPPB1PPP/R2Q1RK1 w - -,d3e4,,STS(v6.0) Recapturing.066,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,,,,,523,
564,r1q1k2r/1p1nbppp/p7/3bpP2/2P1P1P1/1PN1BQ2/7P/2KR3R w kq -,c3d5,yes,STS(v6.0) Recapturing.067,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,2891,
565,r1q1k2r/1p1nbppp/p7/Q2bpP2/2B1P1P1/1P2N3/PK5P/3R3R w kq -,a5d5,yes,STS(v6.0) Recapturing.068,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,2555,
566,r1qr2k1/1b1nbpp1/1P6/p1B1p2p/4P3/3B3Q/2P1N1PP/RR1N3K b - -,d7c5,yes,STS(v6.0) Recapturing.069,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,2502,
567,r1qr2k1/4bp1p/2p1p1p1/2pb4/PP1P1P2/3NQ3/5BPP/R2R2K1 w - -,d3c5,yes,STS(v6.0) Recapturing.070,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,590,
568,r1qr2k1/4bp2/p1p1p1p1/2pb4/PP1P1P2/3NQ3/5BPP/R2R2K1 w - -,b4c5,yes,STS(v6.0) Recapturing.071,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,There is new bm.,ferdy,yes,,495,
569,r1qr2k1/p3bp1p/P1p1p1p1/2pb4/1P1P1P2/3NQ3/5BPP/R2R2K1 w - -,d4c5,yes,STS(v6.0) Recapturing.072,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,1898,
570,r1r2nk1/5pp1/1pnpbq2/2B5/p1P1PN1p/8/PPNR1QP1/3R1BK1 b - -,d6c5,yes,STS(v6.0) Recapturing.073,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,There is new bm.,ferdy,yes,,1580,
571,r1r3k1/1p2q1pp/n2pp3/pN6/2nbP1P1/P1N2Q2/1PP4P/1K1R1R2 w - -,d1d4,yes,STS(v6.0) Recapturing.074,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,2592,
572,r2q1rk1/1b1pbppp/1pn1pn2/p7/P2pP3/2PB1N2/1P1NQPPP/R1B2RK1 w - -,f3d4,yes,STS(v6.0) Recapturing.075,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,526,
573,r2q1rk1/2pnbppp/p3p3/3b4/3P2P1/3QnN1P/PP1BPP2/RNR3K1 w - -,d3e3,yes,STS(v6.0) Recapturing.076,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,968,
574,r2q1rk1/p1p1n1pp/1p1p4/P2Ppb2/1PP5/4b1P1/3QNPBP/R4RK1 w - -,f2e3,yes,STS(v6.0) Recapturing.077,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,11715,
575,r2qk1r1/1b2bp2/3ppp1p/p1p5/2B1PP2/1nN5/PPPQ2PP/1K1R3R w q -,a2b3,yes,STS(v6.0) Recapturing.078,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,There is new bm.,ferdy,yes,,4470,
576,r2qk1r1/1b3pb1/2pppp1p/8/2B1PP2/1nN5/PPPQ2PP/1K1R3R w q -,c4b3,,STS(v6.0) Recapturing.079,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,"new bm, but new bm has the same theme",ferdy,no,,1825,
577,r2qk1r1/3bbp2/3ppp2/p7/2B1PP1p/1nN5/PPPQ2PP/1K1R3R w q -,c2b3,yes,STS(v6.0) Recapturing.080,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,15197,
578,r2r1k2/2b1npp1/p1np3p/1p6/3P1B2/P1N4P/1PBR1PP1/3qR1K1 w - -,c2d1,,STS(v6.0) Recapturing.081,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,"3 bm, e1d1, c2d1, d2d1",ferdy,no,,17335,
579,r2r1nk1/1q2bp2/p3pnpp/2p1B3/2p5/1P2N1P1/P1QNPP1P/2R2RK1 w - -,d2c4,yes,STS(v6.0) Recapturing.082,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,358,
580,r3b3/4kpp1/3p1n1p/5P2/1r2P1P1/1p2RN1P/2PN4/1R4K1 w - -,b1b3,,STS(v6.0) Recapturing.083,,sts_old,40,unix,done,2022-11-17,yes,ferdy,2022-11-30,45,ok,,,,,85,1200
581,r3r1k1/1p3pb1/6p1/p2b2Pp/PpB1PR2/1P6/2P4P/2KR4 w - -,d1d5,,STS(v6.0) Recapturing.084,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,,,,,5652,
582,r4r1k/p2nb1p1/1p2pPqp/3p4/P1pPn3/2P1BN1P/1QP1BPP1/R5RK b - -,g6f6,yes,STS(v6.0) Recapturing.085,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,There is new bm.,ferdy,yes,,1101,
583,r4r2/5pk1/1bR1n1p1/Pp1Np2p/1P1pP3/8/5PPP/2R3K1 w - -,d5b6,yes,STS(v6.0) Recapturing.086,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,3567,
584,r4rk1/1b1pq1pp/1p6/p1n1pp2/2PBN3/P3P3/1PQ1BPPP/3R1RK1 b - -,b7e4,yes,STS(v6.0) Recapturing.087,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,1854,
585,r4rk1/1p1bqpp1/2p4p/3pb2Q/Pn1P1P2/1P2PN2/6PP/R1B2RK1 w - -,f3e5,,STS(v6.0) Recapturing.088,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,"new bm, but new bm has the same theme",ferdy,no,,1209,
586,r4rk1/1p5p/2p2p2/2P2Pp1/p5B1/PbR2n2/1P2PPKP/2R5 w - -,g4f3,yes,STS(v6.0) Recapturing.089,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,2157,
587,r4rk1/3p1b2/2p2p2/1pP1pPp1/4P1B1/P1R2n2/1P3PKP/2R5 w - -,g4f3,yes,STS(v6.0) Recapturing.090,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,There is new bm.,ferdy,yes,,1013,
588,r4rk1/pp1qppbp/2p1b1p1/n7/P2PpB1N/2P3P1/2P1QPBP/1R2R1K1 w - -,g2e4,yes,STS(v6.0) Recapturing.091,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,456,
589,r4rk1/ppp2ppp/1nnb4/8/1P1P3q/PBN1B2P/4bPP1/R2QR1K1 w - -,d1e2,yes,STS(v6.0) Recapturing.092,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,There is new bm.,ferdy,yes,,2034,
590,r4rn1/2q2p1k/p2p2np/4pb1Q/1pP1P3/4B2P/2P3PN/3R1R1K w - -,f1f5,yes,STS(v6.0) Recapturing.093,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,There is new bm.,ferdy,yes,,2380,
591,r5b1/3rn1pk/p1n4p/1p1p1p1P/3P1B2/P1N3P1/1P1R1P2/3qRBK1 w - -,c3d1,,STS(v6.0) Recapturing.094,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,,,,,11247,
592,r5k1/5pbp/6P1/p2R4/1p5r/P5R1/1PP5/2KB4 b - -,h7g6,yes,STS(v6.0) Recapturing.095,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,432,
593,r6r/ppk1npp1/1b2p2p/2pnP2P/4N3/2p2N2/PPPB1PP1/1K1RR3 w - -,d2c3,,STS(v6.0) Recapturing.096,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,"new bm, but new bm has the same theme",ferdy,no,,1115,
594,rn1q1rk1/1b2bppp/1p1pp1n1/pN6/P2pP3/2PB1NP1/1P2QP1P/R1B2RK1 w - -,c3d4,yes,STS(v6.0) Recapturing.097,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,563,
595,rq1r2k1/pb2npbp/4pnp1/3P2N1/Q6P/1B4N1/PP3PP1/R1BR2K1 b - -,b7d5,yes,STS(v6.0) Recapturing.098,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,1216,
596,rqr3k1/3bb1p1/p1n2n1p/3p1p2/1P1NpP2/2N1B2P/1PPQB1P1/1K1R3R b - -,e7b4,yes,STS(v6.0) Recapturing.099,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,1068,
597,rqr3k1/4bpp1/pBbp1n1p/Pp2p3/3PPP2/2N1QNP1/1P4P1/R4R1K w - -,f4e5,yes,STS(v6.0) Recapturing.100,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,536,
598,1R3b2/r4pk1/2qpn1p1/P1p1p2p/2P1P2P/5PP1/6K1/1Q1BB3 w - -,b1b6,yes,STS(v7.0) Offer of Simplification.001,,sts_old,40,unix,done,2022-11-01,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,383,
599,1b4k1/6p1/pr2p2p/5p2/P2N4/P1Q1P1qP/6P1/5RK1 b - -,b8e5,yes,STS(v7.0) Offer of Simplification.002,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,There is new bm.,ferdy,yes,,301,
600,1k1r1b1r/ppqbnp2/4p1pp/n2pP3/2pP4/P1P3B1/1P1NBPPP/1R1QRNK1 b - -,e7f5,yes,STS(v7.0) Offer of Simplification.003,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,273,
601,1nb2rk1/2p1pqb1/1r2p2p/R6P/1PBP2p1/B4NN1/5PK1/3QR3 w - -,a5f5,yes,STS(v7.0) Offer of Simplification.004,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,210,
602,1nr3k1/1pr2pp1/p3bn2/P3p2p/1PP4P/3BNPP1/3RN1K1/R7 w - -,d3f5,yes,STS(v7.0) Offer of Simplification.005,,sts_old,40,unix,done,2022-11-03,yes,ferdy,2022-11-26,44,ok,There is new bm. The epd can be in sts(3.0) or knight outpost.,ferdy,yes,,99,1800
603,1q1rb1k1/5p1p/p3pnpb/P1r5/2B1P3/1P3P2/2R1N1PP/R2NQ2K b - -,e8b5,yes,STS(v7.0) Offer of Simplification.006,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,327,
604,1r1r2k1/2p1qpp1/pnP1b2p/1p2P3/3N4/P3P2P/1QB2PP1/3RR1K1 w - -,b2b4,yes,STS(v7.0) Offer of Simplification.007,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,There is new bm.,ferdy,yes,,798,
605,1r2kbQ1/1r1q1p2/p2p2n1/6P1/N1pBP3/P1N5/1PPR4/K7 w - -,d4g7,yes,STS(v7.0) Offer of Simplification.008,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,There is new bm.,ferdy,yes,,2165,
606,1r2r1k1/5pp1/R2p3n/3P1P1p/2p2PP1/1qb2B1P/Q7/2BR1K2 b - -,c3d2,yes,STS(v7.0) Offer of Simplification.009,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,150,
607,1r3qk1/rpb2pp1/2p2n1p/p1P1p3/P1bPP2Q/2N1PN1P/1RB3P1/1R5K w - -,c2b3,yes,STS(v7.0) Offer of Simplification.010,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,There is new bm.,ferdy,yes,,353,
608,1r3rk1/1nqb1p1p/p3p1p1/1ppPb3/2P1N3/1P1Q2PP/P2B2BK/1RR5 w - -,d2c3,yes,STS(v7.0) Offer of Simplification.011,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,369,
609,1r4k1/3b1pbp/R2Np1p1/4n3/1P1NP3/3BP3/4K1PP/8 w - -,d4f3,yes,STS(v7.0) Offer of Simplification.012,,sts_old,40,unix,done,2022-11-03,yes,ferdy,2022-11-30,49,ok,,,,,43,1200
610,1r4k1/4qpp1/r1b4p/pp1pPB2/n1pP3P/2P2N2/R1P3P1/R3Q1K1 b - -,c6d7,yes,STS(v7.0) Offer of Simplification.013,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,875,
611,1r4k1/5bpp/3b2p1/3PpqPn/1pB5/rP1NBP2/P4Q2/1K1R3R w - -,e3c5,yes,STS(v7.0) Offer of Simplification.014,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,162,
612,1r4k1/pp1r1p1p/2np1np1/2q5/P3PB2/1QP2B2/5PPP/R2R2K1 w - -,b3b5,yes,STS(v7.0) Offer of Simplification.015,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,301,
613,1rb1r1k1/2q1bp1p/3p1np1/p1nPp3/4P3/1PRB1N1P/3BQPP1/1R3NK1 w - -,d2e3,yes,STS(v7.0) Offer of Simplification.016,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,644,
614,2b1r1k1/p1B1ppbp/1p4p1/8/4n3/7P/P1RRBPP1/6K1 w - -,d2d8,yes,STS(v7.0) Offer of Simplification.017,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,412,
615,2bq2k1/4pp2/p2p1n2/n1pP2p1/2P3Pp/P1Q1N2P/3NPPB1/6K1 w - -,g2e4,,STS(v7.0) Offer of Simplification.018,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,"new bm, but new bm has the same theme",ferdy,no,,695,
616,2br3k/2pqb2r/p1n1n3/P3PQ2/1pB5/5N2/1P1N1PPP/R3R1K1 b - -,c6d4,yes,STS(v7.0) Offer of Simplification.019,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,991,
617,2q1r1k1/1p2rpp1/p1p3pb/2Pp2n1/3P1R2/1Q2P1P1/PP3NKP/2B2R2 b - -,g5e4,,STS(v7.0) Offer of Simplification.020,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,there are 3 bm,ferdy,yes,,165,
618,2r1r1k1/1bq1bpp1/pp1pp1n1/2n3P1/2P1PP1p/BPN1QB1P/P1R5/3RN1K1 w - -,f3h5,yes,STS(v7.0) Offer of Simplification.021,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,There is new bm.,ferdy,yes,,530,
619,2r1r1k1/1p1bn1p1/p2Bpb1p/5p1q/P2P4/5NQP/1P2BPP1/R2R2K1 w - -,f3e5,yes,STS(v7.0) Offer of Simplification.022,,sts_old,40,unix,done,2022-11-03,yes,ferdy,2022-11-30,44,ok,,,,,104,1200
620,2r1r1k1/pN2b1p1/2p4p/1p1nBp1P/3P2n1/1NP5/PP2KPP1/3R3R b - -,e7f6,yes,STS(v7.0) Offer of Simplification.023,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,260,
621,2r1r1k1/pb2bp1p/8/2p1Rp1q/P1N5/6P1/2Q2P1P/3R1BK1 w - -,f1g2,,STS(v7.0) Offer of Simplification.024,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,,,,,184,
622,2r1rk2/1p2bpp1/p4nbp/4R3/P2R1P1B/2N5/1P2B1PP/5K2 b - -,e8d8,yes,STS(v7.0) Offer of Simplification.025,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,162,
